title,year,infobox
Bon Voyage!,1962,"{'Directed by': ['James Neilson', '', ''], 'Screenplay by': ['Bill Walsh', '', ''], 'Based on': ['by ', 'Joseph & Merrjane Hayes', '', ''], 'Produced by': ['Walt Disney', '', ''], 'Starring': ['Fred MacMurray', 'Jane Wyman', 'Michael Callan', 'Deborah Walley', 'Jessie Royce Landis', 'Tommy Kirk', 'Georgette Anys', 'Kevin Corcoran', 'Ivan Desny', 'Françoise Prévost', '\n \n', ''], 'Cinematography': ['William Snyder', '', ''], 'Edited by': ['Cotton Warburton', '', ''], 'Music by': ['Paul Smith', '', ''], 'Production company': ['', 'Walt Disney Productions'], 'Distributed by': ['Buena Vista Distribution', '', ''], 'Release date': ['May\xa017,\xa01962', '\n \n', ''], 'Running time': ['130 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$3 million', '', ''], 'Box office': ['$5 million ', '', '']}"
The Boys,1962,"{'Directed by': ['Sidney J. Furie', '', ''], 'Written by': ['Stuart Douglass', '', ''], 'Produced by': ['Sidney J. Furie', '', ''], 'Starring': ['Richard Todd', 'Robert Morley', 'Felix Aylmer', '', ''], 'Cinematography': ['Gerald Gibbs', '', ''], 'Edited by': ['Jack Slade', '', ''], 'Music by': ['The Shadows', '', ''], 'Production companies': ['Atlas Productions Galaworldfilm Productions', ''], 'Distributed by': ['Gala Film Distributors (UK)', '', ''], 'Release date': ['September 1962 (UK)', '', ''], 'Running time': ['123 min.', '', ''], 'Country': ['United Kingdom', '', ''], 'Language': ['English', '', '']}"
Boys' Night Out,1962,"{'Directed by': ['Michael Gordon', '', ''], 'Screenplay by': ['Ira Wallach', '', ''], 'Story by': ['Arne Sultan', 'Marvin Worth', '', ''], 'Produced by': ['Martin Ransohoff', '', ''], 'Starring': ['Kim Novak', 'James Garner', 'Tony Randall', '', ''], 'Cinematography': ['Arthur E. Arling', '', ''], 'Edited by': ['Tom McAdoo', '', ''], 'Music by': ['Frank De Vol', '', ''], 'Production companies': ['', 'Kimco Filmways Pictures'], 'Distributed by': ['Metro-Goldwyn-Mayer', '', ''], 'Release date': ['June\xa021,\xa01962', ' (United States)', '\n \n', ''], 'Running time': ['115 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$1.5 million', '', '']}"
The Brain That Wouldn't Die,1962,"{'Directed by': ['Joseph Green', '', ''], 'Written by': ['Rex Carlton', 'Joseph Green', '\n \n', ''], 'Produced by': ['Rex Carlton', 'Mort Landberg', '\n \n', ''], 'Starring': ['Jason Evers', 'Virginia Leith', 'Bruce Brighton', 'Adele Lamont', 'Eddie Carmel', '\n \n', ''], 'Cinematography': ['Stephen Hajnal', '', ''], 'Edited by': ['Leonard Anderson', 'Marc Anderson', '\n \n', ''], 'Music by': ['Tony Restaino', 'Abe Baker', '\n \n', ''], 'Production company': ['Sterling Productions', ''], 'Distributed by': ['American International Pictures', '', ''], 'Release date': ['May\xa03,\xa01962', '\n \n', ''], 'Running time': ['82 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$62,000 (estimated)', '', '']}"
The Brainiac,1962,"{'Directed by': ['Chano Urueta', '', ''], 'Screenplay by': ['Adolfo López Portillo', 'Federico Curiel', '', ''], 'Story by': ['Federico Curiel', 'Adolfo López Portillo', '', ''], 'Produced by': ['Abel Salazar', '', ''], 'Starring': ['Abel Salazar', '', ''], 'Cinematography': ['José Ortiz Ramos', '', ''], 'Edited by': ['Alfredo Rosas Priego', '', ''], 'Music by': ['Gustavo César Carrión', '', ''], 'Production company': ['Cinematográfica ABSA', ''], 'Distributed by': ['Alameda Films', '', ''], 'Release date': ['9\xa0November\xa01962', '\n \n', ''], 'Running time': ['77 minutes', '', ''], 'Country': ['Mexico', '', ''], 'Language': ['Spanish', '', '']}"
The Bread of Those Early Years,1962,"{'Directed by': ['Herbert Vesely', '', ''], 'Screenplay by': ['Herbert Vesely', 'Heinrich Böll', 'Leo Ti', '', ''], 'Based on': ['by ', 'Heinrich Böll', '', ''], 'Produced by': ['Hansjürgen Pohland', '', ''], 'Starring': ['Christian Doermer', '', ''], 'Cinematography': ['Wolf Wirth', '', ''], 'Edited by': ['Christa Pohland', '', ''], 'Release date': ['22\xa0May\xa01962', '\n \n', ''], 'Running time': ['84 minutes', '', ''], 'Country': ['West Germany', '', ''], 'Language': ['German', '', '']}"
The Broken Land,1962,"{'Directed by': ['John A. Bushelman', '', ''], 'Written by': ['Edward J. Lakso', '', ''], 'Produced by': ['Leonard A. Schwartz', '', ''], 'Starring': ['Diana Darrin', 'Kent Taylor', 'Jack Nicholson', '', ''], 'Cinematography': ['Floyd Crosby', '', ''], 'Edited by': ['Carl Pierson', '', ''], 'Music by': ['Richard LaSalle', '', ''], 'Production company': [' (API)', 'Associated Producers Inc'], 'Distributed by': ['20th Century Fox', '', ''], 'Release date': ['April\xa01,\xa01962', '\n \n', ''], 'Running time': ['60 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}"
Cape Fear,1962,"{'Directed by': ['J. Lee Thompson', '', ''], 'Screenplay by': ['James R. Webb', '', ''], 'Based on': ['by ', 'John D. MacDonald', '', ''], 'Produced by': ['Sy Bartlett', '', ''], 'Starring': ['Gregory Peck', 'Robert Mitchum', 'Polly Bergen', 'Lori Martin', 'Martin Balsam', 'Jack Kruschen', 'Telly Savalas', 'Barrie Chase', '', ''], 'Cinematography': ['Sam Leavitt', '', ''], 'Edited by': ['George Tomasini', '', ''], 'Music by': ['Bernard Herrmann', '', ''], 'Production companies': ['Melville Productions Talbot Productions', ''], 'Distributed by': ['Universal Pictures', '', ''], 'Release dates': ['April\xa012,\xa01962', ' (Miami, Florida)', 'May\xa028,\xa01962', ' (United States)', '\n \n', ''], 'Running time': ['106 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}"
Captain Clegg,1962,"{'Directed by': ['Peter Graham Scott', '', ''], 'Written by': ['Anthony Hinds', '', ''], 'Produced by': ['John Temple-Smith', '', ''], 'Starring': ['Peter Cushing', 'Yvonne Romain', 'Patrick Allen', '', ''], 'Cinematography': ['Arthur Grant', '', ''], 'Edited by': ['Eric Boyd-Perkins', '', ''], 'Music by': ['Don Banks', '', ''], 'Production company': ['', 'Hammer Film Productions'], 'Distributed by': ['Universal-International', '', ''], 'Release dates': ['13\xa0June\xa01962', ' (Kansas City, MO)', '16\xa0June\xa01962', ' (United States)', '25\xa0June\xa01962', ' (United Kingdom)', '\n \n', ''], 'Running time': ['82 minutes', '', ''], 'Country': ['United Kingdom', '', ''], 'Language': ['English', '', '']}"
Carnival of Souls,1962,"{'Directed by': ['Herk Harvey', '', ''], 'Written by': ['John Clifford', '', ''], 'Story by': ['Herk Harvey', 'John Clifford', '\n \n', ''], 'Produced by': ['Herk Harvey', '', ''], 'Starring': ['Sidney Berger', 'Candace Hilligoss', '\n \n', ''], 'Cinematography': ['Maurice Prather', '', ''], 'Edited by': ['Dan Palmquist', 'Bill de Jarnette', '\n \n', ''], 'Music by': ['Gene Moore', '', ''], 'Production company': ['', 'Harcourt Productions'], 'Distributed by': ['Herts-Lion International Corp.', '', ''], 'Release date': ['September\xa026,\xa01962', '\n \n', ''], 'Running time': ['80 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$33,000', '', '']}"
Carry On Cruising,1962,"{'Directed by': [' ', 'Gerald Thomas', 'Ralph Thomas', '', ''], 'Screenplay by': ['Norman Hudis', '', ''], 'Story by': ['Eric Barker', '', ''], 'Produced by': ['Peter Rogers', '', ''], 'Starring': ['Sid James', 'Kenneth Williams', 'Kenneth Connor', 'Liz Fraser', 'Dilys Laye', 'Esma Cannon', 'Lance Percival', '', ''], 'Cinematography': ['Alan Hume', '', ''], 'Edited by': ['John Shirley', '', ''], 'Music by': ['Bruce Montgomery', 'Douglas Gamley', '', ''], 'Distributed by': ['Anglo-Amalgamated', '', ''], 'Release date': ['13 April 1962', '', ''], 'Running time': ['86 mins.', '', ''], 'Country': ['United Kingdom', '', ''], 'Language': ['English', '', ''], 'Budget': ['£140,000', '', '']}"
Carry On Jack,1962,"{'Directed by': ['Gerald Thomas', '', ''], 'Written by': ['Talbot Rothwell', '', ''], 'Produced by': ['Peter Rogers', '', ''], 'Starring': [' ', 'Kenneth Williams', 'Bernard Cribbins', 'Juliet Mills', 'Charles Hawtrey', 'Donald Houston', 'Cecil Parker', '', ''], 'Cinematography': ['Alan Hume', '', ''], 'Edited by': ['Archie Ludski', '', ''], 'Music by': ['Eric Rogers', '', ''], 'Production company': ['Peter Rogers Productions', ''], 'Distributed by': ['Anglo-Amalgamated', 'Warner-Pathé Distributors', '', ''], 'Release date': ['23\xa0February\xa01964', '\n \n', ''], 'Running time': ['91 mins', '', ''], 'Country': ['United Kingdom', '', ''], 'Language': ['English', '', ''], 'Budget': ['£152,000', '', '']}"
Cartouche,1962,"{'Directed by': ['Philippe de Broca', '', ''], 'Written by': ['Philippe de Broca', 'Daniel Boulanger', 'Charles Spaak', '', ''], 'Produced by': ['Georges Dancigers', 'Alexandre Mnouchkine', '', ''], 'Starring': ['Jean-Paul Belmondo', 'Claudia Cardinale', '', ''], 'Cinematography': ['Christian Matras', '', ''], 'Edited by': ['Laurence Méry-Clark', '', ''], 'Music by': ['Georges Delerue', '', ''], 'Distributed by': ['/', '/', ' (USA)', 'Films Ariane', 'Filmsonor Productions', 'Franco London Films', 'Embassy Pictures', '', ''], 'Release date': ['March\xa07,\xa01962', '\n \n', ''], 'Running time': ['114 minutes', '', ''], 'Countries': ['France', 'Italy', '', ''], 'Language': ['French', '', ''], 'Box office': ['3,610,412 admissions (France)', '', '']}"
The Chapman Report,1962,"{'Directed by': ['George Cukor', '', ''], 'Written by': [' (screenplay)', ' (adaptation)', 'Wyatt Cooper', 'Don Mankiewicz', 'Gene Allen', 'Grant Stuart', '', ''], 'Based on': ['1960 novel', 'by ', 'Irving Wallace', '', ''], 'Produced by': ['Darryl F. Zanuck', 'Richard D. Zanuck', '', ''], 'Starring': ['Efrem Zimbalist Jr', 'Shelley Winters', 'Jane Fonda', 'Claire Bloom', 'Glynis Johns', 'Ray Danton', 'Ty Hardin', 'Andrew Duggan', 'John Dehner', '', ''], 'Cinematography': ['Harold Lipstein', '', ''], 'Edited by': ['Robert L. Simpson', '', ''], 'Music by': ['Leonard Rosenman', '', ''], 'Distributed by': ['Warner Bros', '', ''], 'Release date': ['October\xa05,\xa01962', ' (Chicago)', '\n \n', ''], 'Running time': ['125 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}"
Chased by the Dogs,1962,"{'Directed by': ['Kamal El Sheikh', '', ''], 'Written by': ['Kamal El Sheikh', 'Sabry Ezzat', 'Naguib Mahfouz', '', ''], 'Based on': ['by Naguib Mahfouz', '', ''], 'Produced by': ['Gamal El Leithy', '', ''], 'Starring': ['Shadia', 'Shukry Sarhan', '\n \n', ''], 'Cinematography': ['Kamal Korayem', '', ''], 'Music by': ['Andre Ryder', '', ''], 'Distributed by': ['Dollar film', '', ''], 'Release date': ['12\xa0November\xa01962', '\n \n', ''], 'Running time': ['125 minutes', '', ''], 'Country': ['Egypt', '', ''], 'Language': ['Arabic', '', '']}"
Cléo from 5 to 7,1962,"{'Directed by': ['Agnès Varda', '', ''], 'Written by': ['Agnès Varda', '', ''], 'Produced by': ['Georges de Beauregard', 'Carlo Ponti', '', ''], 'Starring': ['Dorothée Blanc', 'Michel Legrand', 'Corinne Marchand', 'Antoine Bourseiller', 'Dominique Davray', '', ''], 'Cinematography': ['Jean Rabier', '', ''], 'Edited by': ['Janine Verneau', '', ''], 'Music by': ['Michel Legrand', '', ''], 'Distributed by': ['Athos Films', 'Ciné-Tamaris', '', ''], 'Release date': ['11\xa0April\xa01962', '\n \n', ''], 'Running time': ['90 minutes', '', ''], 'Countries': ['France', 'Italy', '', ''], 'Language': ['French', '', '']}"
The Condemned of Altona,1962,"{'Directed by': ['Vittorio De Sica', '', ''], 'Written by': [' (play)', 'Jean-Paul Sartre', 'Abby Mann', 'Cesare Zavattini', '', ''], 'Produced by': ['Carlo Ponti', '', ''], 'Starring': ['Sophia Loren', 'Maximilian Schell', '', ''], 'Cinematography': ['Roberto Gerardi', '', ''], 'Music by': ['Nino Rota', 'Franco Ferrara', '', ''], 'Distributed by': [' (Italy)', 'Titanus', '', ''], 'Release date': ['30\xa0October\xa01962', '\n \n', ''], 'Running time': ['114 minutes', '', ''], 'Countries': ['Italy', 'France', '', ''], 'Language': ['English', '', ''], 'Box office': ['$1.1 million (US/ Canada)', '', '']}"
Convicts 4,1962,"{'Directed by': ['Millard Kaufman', '', ''], 'Screenplay by': ['Millard Kaufman', '', ''], 'Based on': ['1959 Autobiography', 'by John Resko', '', ''], 'Produced by': ['A. Ronald Lubin', '', ''], 'Starring': ['Ben Gazzara', 'Stuart Whitman', 'Vincent Price', 'Rod Steiger', 'Sammy Davis, Jr.', 'Ray Walston', '', ''], 'Cinematography': ['Joseph F. Biroc', '', ''], 'Edited by': ['George White', '', ''], 'Music by': ['Leonard Rosenman', '', ''], 'Distributed by': ['Allied Artists Pictures Corporation', '', ''], 'Release date': ['September\xa015,\xa01962', '\n \n', ''], 'Running time': ['105 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}"
The Counterfeit Traitor,1962,"{'Directed by': ['George Seaton', '', ''], 'Written by': ['George Seaton', 'Charles Grenzbach', '', ''], 'Based on': ['by ', 'Alexander Klein', '', ''], 'Produced by': ['George Seaton', 'William Perlberg', '', ''], 'Starring': ['William Holden', 'Lilli Palmer', 'Hugh Griffith', 'Carl Raddatz', '', ''], 'Music by': ['Alfred Newman', '', ''], 'Distributed by': ['Paramount Pictures', '', ''], 'Release date': ['April\xa017,\xa01962', '\n \n', ''], 'Running time': ['140 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}"
Crazy Paradise,1962,"{'Directed by': ['Gabriel Axel', '', ''], 'Written by': ['Gabriel Axel', 'Ole Juul', 'Bob Ramsing', '', ''], 'Produced by': ['Erik Overbye', '', ''], 'Starring': ['Dirch Passer', '', ''], 'Cinematography': ['Henning Bendtsen', '', ''], 'Edited by': ['Lars Brydesen', '', ''], 'Music by': ['Ib Glindemann', '', ''], 'Distributed by': ['Film-Centralen-Palladium', '', ''], 'Release date': ['27\xa0July\xa01962', '\n \n', ''], 'Running time': ['95 minutes', '', ''], 'Country': ['Denmark', '', ''], 'Language': ['Danish', '', '']}"
Crooks Anonymous,1962,"{'Directed by': ['Ken Annakin', '', ''], 'Written by': ['Henry Blyth', 'Jack Davies', '', ''], 'Produced by': ['Leslie Parkyn', 'Julian Wintle', '', ''], 'Starring': ['Leslie Phillips', 'Stanley Baxter', 'Wilfrid Hyde-White', 'Julie Christie', '', ''], 'Cinematography': ['Ernest Steward', '', ''], 'Edited by': ['John Trumper', '', ''], 'Production company': ['', 'Independent Artists'], 'Distributed by': ['Anglo-Amalgamated Film Distributors', '', ''], 'Release date': ['1962', '', ''], 'Running time': ['88 minutes', '', ''], 'Country': ['United Kingdom', '', ''], 'Language': ['English', '', '']}"
Damon and Pythias,1962,"{'Directed by': ['Curtis Bernhardt', '', ''], 'Written by': [' (story)', 'Samuel Marx (screenplay) ', 'Franco Riganti (screenplay)', 'Paola Ojetti/Franco Riganti (dialogue: Italian version)', ' (dialogue: English version)', 'Samuel Marx', 'Bridget Boland', '', ''], 'Produced by': [' (associate producer)', 'Samuel Marx (associate producer)', 'Sam Jaffe', '', ''], 'Cinematography': ['Aldo Tonti', '', ''], 'Edited by': ['Niccolò Lazzari', '', ''], 'Music by': ['Angelo Francesco Lavagnino', '', ''], 'Distributed by': ['Metro-Goldwyn-Mayer', '', ''], 'Release date': ['1962', '\n \n', ''], 'Running time': ['101 minutes (Italy)', '99 minutes (U.S.)', '', ''], 'Countries': ['Italy', 'United States', '', ''], 'Language': ['English', '', '']}"
David and Lisa,1962,"{'Directed by': ['Frank Perry', '', ''], 'Screenplay by': ['Eleanor Perry', '', ''], 'Based on': ['by ', 'Theodore Isaac Rubin', '', ''], 'Produced by': ['Paul M. Heller', '', ''], 'Starring': ['Keir Dullea', 'Janet Margolin', 'Howard Da Silva', '\n \n', ''], 'Cinematography': ['Leonard Hirschfield', '', ''], 'Edited by': ['Irving Oshman', '', ''], 'Music by': ['Mark Lawrence', '', ''], 'Production company': ['Vision Associates Productions', ''], 'Distributed by': ['Continental Distributing', '', ''], 'Release date': ['December\xa026,\xa01962', '\n \n', ''], 'Running time': ['93 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$183,000', '', ''], 'Box office': ['$2.3 million ', '', '']}"
The Day of the Triffids,1962,"{'Directed by': ['Steve Sekely', 'Freddie Francis', '', ''], 'Written by': ['Bernard Gordon', 'Philip Yordan', '', ''], 'Produced by': ['George Pitcher', 'Philip Yordan', ' (uncredited)', 'Bernard Glasser', '', ''], 'Starring': ['Howard Keel', 'Nicole Maurey', 'Janette Scott', 'Kieron Moore', 'Mervyn Johns', '', ''], 'Cinematography': ['Ted Moore', '', ''], 'Edited by': ['Spencer Reeve (sup.)', '', ''], 'Music by': ['Ron Goodwin', 'Johnny Douglas', '', ''], 'Production company': ['Security Pictures Ltd', ''], 'Distributed by': [' (UK)', ' (US)', 'Rank Organisation', 'Allied Artists', '', ''], 'Release dates': ['July\xa01962', ' (UK)', '27\xa0April\xa01963', ' (U.S.)', '\n \n', ''], 'Running time': ['93 min.', '', ''], 'Country': ['United Kingdom', '', '']}"
Days of Wine and Roses,1962,"{'Directed by': ['Blake Edwards', '', ''], 'Screenplay by': ['JP Miller', '', ''], 'Based on': ['1958 teleplay', 'by JP Miller', '', ''], 'Produced by': ['Martin Manulis', '', ''], 'Starring': ['Jack Lemmon', 'Lee Remick', 'Charles Bickford', 'Jack Klugman', 'Alan Hewitt', '', ''], 'Cinematography': ['Philip H. Lathrop', '', ''], 'Edited by': ['Patrick McCormack', '', ''], 'Music by': ['Henry Mancini', '', ''], 'Production company': ['Jalem Productions', ''], 'Distributed by': ['Warner Bros.', '', ''], 'Release date': ['December\xa026,\xa01962', ' (United States)', '\n \n', ''], 'Running time': ['117 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$2 million', '', ''], 'Box office': ['$8.1 million (US/Canada)', '', '']}"
Dead Man's Evidence,1962,"{'Directed by': ['Francis Searle', '', ''], 'Screenplay by': ['Arthur La Bern', '', ''], 'Produced by': ['Francis Searle', '', ''], 'Starring': ['Conrad Phillips', 'Jane Griffiths', 'Veronica Hurst', '', ''], 'Cinematography': ['Ken Hodges', '', ''], 'Edited by': ['Jim Connock', '', ''], 'Music by': ['Ken Thorne', '', ''], 'Production company': ['Bayford Films', ''], 'Distributed by': ['British Lion Film Corporation', '', ''], 'Release date': ['August\xa01962', ' (UK)', '\n \n', ''], 'Running time': ['67 min', '', ''], 'Country': ['United Kingdom', '', ''], 'Language': ['English', '', '']}"
The Devil's Agent,1962,"{'Directed by': ['John Paddy Carstairs', '', ''], 'Screenplay by': ['Robert Westerby', '', ''], 'Based on': ['the novel ', 'by ', 'Hans Habe', '', ''], 'Produced by': ['Emmet Dalton', '', ''], 'Starring': ['Macdonald Carey', 'Peter van Eyck', 'Marianne Koch', 'Christopher Lee', '', ''], 'Cinematography': ['Gerald Gibbs', '', ''], 'Edited by': ['Tom Simpson', '', ''], 'Music by': [' (composed and conducted by)', 'Philip Green', '', ''], 'Production companies': ['Emmet Dalton Productions \tCCC Filmkunst (Berlin)', ''], 'Distributed by': [' (U.K.)', 'British Lion Film Corporation', '', ''], 'Release dates': ['September, 1962 (U.K.)', '', ''], 'Running time': ['77 minutes', '', ''], 'Country': ['West Germany/U.K./Ireland', '', ''], 'Language': ['English', '', '']}"
Le Doulos,1962,"{'Directed by': ['Jean-Pierre Melville', '', ''], 'Written by': ['Jean-Pierre Melville', '', ''], 'Based on': ['a novel', 'by Pierre Lesou', '', ''], 'Produced by': ['Georges de Beauregard', 'Carlo Ponti', '\n \n', ''], 'Starring': ['Jean-Paul Belmondo', 'Serge Reggiani', '\n \n', ''], 'Cinematography': ['Nicolas Hayer', '', ''], 'Edited by': ['Monique Bonnot', '', ''], 'Music by': ['Paul Misraki', '', ''], 'Production companies': ['', '', 'Rome-Paris Film', 'C.C. Champion'], 'Distributed by': ['Lux-Films', 'CCF', '\n \n', ''], 'Release date': ['December\xa013,\xa01962', ' (Italy)', '\n \n', ''], 'Running time': ['108 minutes', '', ''], 'Country': ['France', '', ''], 'Language': ['French', '', ''], 'Box office': ['1,475,391 admissions', '', '']}"
